id,const,created,modified,description,title,url,title_type,imdb_rating,runtime,year,genres,num_votes,release_date,directors
81,tt0086192,2016-11-25,2016-11-25,,Revenge of the Ninja,https://www.imdb.com/title/tt0086192/,movie,6.0,90,1983,"Action, Crime, Drama, Thriller",5485,1983-09-07,Sam Firstenberg
82,tt0092548,2016-11-25,2016-11-25,,American Ninja 2: The Confrontation,https://www.imdb.com/title/tt0092548/,movie,4.9,90,1987,"Action, Comedy, Drama",9141,1987-05-01,Sam Firstenberg
83,tt0047898,2016-11-25,2016-11-25,,Bride of the Monster,https://www.imdb.com/title/tt0047898/,movie,4.1,69,1955,"Horror, Sci-Fi",7325,1955-05-11,Edward D. Wood Jr.
84,tt0092549,2016-11-25,2016-11-25,,Miami Connection,https://www.imdb.com/title/tt0092549/,movie,5.6,87,1987,"Action, Crime, Music, Thriller",6078,1987-10-26,"Woo-sang Park, Y.K. Kim"
85,tt0087805,2016-11-25,2016-11-25,,Ninja III: The Domination,https://www.imdb.com/title/tt0087805/,movie,5.4,92,1984,"Action, Fantasy, Thriller",4941,1984-09-14,Sam Firstenberg
86,tt0086896,2016-11-25,2016-11-25,,Angel,https://www.imdb.com/title/tt0086896/,movie,5.8,94,1983,"Action, Crime, Thriller",4119,1983-11-02,Robert Vincent O'Neil
87,tt0028346,2016-11-25,2016-11-25,,Tell Your Children,https://www.imdb.com/title/tt0028346/,movie,3.7,66,1936,"Comedy, Crime, Drama",8873,1938-12-01,Louis J. Gasnier
88,tt0088708,2016-11-25,2016-11-25,,American Ninja,https://www.imdb.com/title/tt0088708/,movie,5.4,95,1985,"Action, Adventure, Romance",15744,1985-08-30,Sam Firstenberg
89,tt0119013,2016-11-25,2016-11-25,,Double Team,https://www.imdb.com/title/tt0119013/,movie,4.8,93,1997,"Action, Comedy, Sci-Fi, Thriller",35268,1997-01-31,Hark Tsui
90,tt0099385,2016-11-25,2016-11-25,,Death Warrant,https://www.imdb.com/title/tt0099385/,movie,5.7,89,1990,"Action, Crime, Mystery, Thriller",19568,1990-09-14,Deran Sarafian
91,tt0116503,2016-11-25,2016-11-25,,Head of the Family,https://www.imdb.com/title/tt0116503/,movie,5.3,82,1996,"Comedy, Horror",2399,1996-11-29,Charles Band
92,tt0098156,2016-11-25,2016-11-25,,R.O.T.O.R.,https://www.imdb.com/title/tt0098156/,movie,2.7,90,1987,"Action, Sci-Fi, Thriller",3570,1987-10-27,Cullen Blaine
93,tt0072913,2016-11-25,2016-11-25,,Du bi quan wang da po xue di zi,https://www.imdb.com/title/tt0072913/,movie,7.4,93,1976,"Action, Drama, Fantasy",4618,1976-04-24,Jimmy Wang Yu
94,tt0097138,2016-11-25,2016-11-25,,Cyborg,https://www.imdb.com/title/tt0097138/,movie,5.0,86,1989,"Action, Sci-Fi, Thriller",32408,1989-04-07,Albert Pyun
95,tt0115624,2016-11-25,2016-11-25,,Barb Wire,https://www.imdb.com/title/tt0115624/,movie,3.5,98,1996,"Action, Sci-Fi",29978,1996-05-03,David Hogan
96,tt0089280,2016-11-25,2016-11-25,,Hobgoblins,https://www.imdb.com/title/tt0089280/,movie,2.1,88,1988,"Comedy, Horror, Sci-Fi",11922,1988-07-14,Rick Sloane
97,tt0089038,2016-11-25,2016-11-25,,Dont Open Till Christmas,https://www.imdb.com/title/tt0089038/,movie,4.7,86,1984,"Horror, Mystery",2607,1984-12-19,Edmund Purdom
98,tt0311361,2016-11-25,2016-11-25,,Jesus Christ Vampire Hunter,https://www.imdb.com/title/tt0311361/,movie,4.9,85,2001,"Action, Comedy, Horror, Musical",4454,2001-06-10,Lee Demarbre
99,tt0085514,2016-11-25,2016-11-25,,Il giustiziere della strada,https://www.imdb.com/title/tt0085514/,movie,5.1,90,1983,"Action, Sci-Fi",1236,1983-08-13,Giuliano Carnimeo
100,tt0099817,2016-11-25,2016-11-25,,Dark Angel,https://www.imdb.com/title/tt0099817/,movie,6.1,91,1990,"Action, Crime, Horror, Sci-Fi, Thriller",12869,1990-01-26,Craig R. Baxley
101,tt0094612,2016-11-25,2016-11-25,,Action Jackson,https://www.imdb.com/title/tt0094612/,movie,5.5,96,1988,"Action, Comedy, Crime, Thriller",11669,1988-02-12,Craig R. Baxley
102,tt1316037,2016-11-25,2016-11-25,,Birdemic: Shock and Terror,https://www.imdb.com/title/tt1316037/,movie,1.7,105,2010,"Horror, Thriller",24146,2010-02-27,James Nguyen
103,tt0089104,2016-11-25,2016-11-25,,Fuga dal Bronx,https://www.imdb.com/title/tt0089104/,movie,4.6,89,1983,"Action, Sci-Fi, Thriller",2829,1983-08-15,Enzo G. Castellari
104,tt0079631,2016-11-25,2016-11-25,,Nightwing,https://www.imdb.com/title/tt0079631/,movie,5.2,105,1979,Horror,1583,1979-06-22,Arthur Hiller
105,tt0091229,2016-11-25,2016-11-25,,Wong ga jin si,https://www.imdb.com/title/tt0091229/,movie,6.9,96,1986,"Action, Drama",1594,1986-06-26,David Chung
106,tt0346811,2016-11-25,2016-11-25,,The Curse of the Komodo,https://www.imdb.com/title/tt0346811/,movie,2.9,92,2004,"Adventure, Horror, Sci-Fi",1625,2004-02-10,Jim Wynorski
107,tt0371920,2016-11-25,2016-11-25,,Rottweiler,https://www.imdb.com/title/tt0371920/,movie,3.1,95,2004,"Action, Horror, Sci-Fi, Thriller",2319,2004-12-31,Brian Yuzna
108,tt0050143,2016-11-25,2016-11-25,,The Astounding She-Monster,https://www.imdb.com/title/tt0050143/,movie,3.5,62,1957,"Crime, Horror, Sci-Fi",1025,1957-12-31,Ronald V. Ashcroft
109,tt0119288,2016-11-25,2016-11-25,,Hideous!,https://www.imdb.com/title/tt0119288/,movie,4.8,82,1997,"Comedy, Horror",1229,1997-08-26,Charles Band
110,tt0129852,2016-11-25,2016-11-25,,The Creeps,https://www.imdb.com/title/tt0129852/,movie,4.3,75,1997,"Comedy, Fantasy, Horror, Sci-Fi",792,1997-12-16,Charles Band
111,tt0044167,2016-11-25,2016-11-25,,Unknown World,https://www.imdb.com/title/tt0044167/,movie,4.1,74,1951,"Adventure, Sci-Fi",1197,1951-10-26,Terry O. Morse
112,tt0098206,2016-11-25,2016-11-25,,Road House,https://www.imdb.com/title/tt0098206/,movie,6.7,114,1989,"Action, Thriller",78716,1989-05-19,Rowdy Herrington
113,tt0087985,2016-11-25,2016-11-25,,Red Dawn,https://www.imdb.com/title/tt0087985/,movie,6.3,114,1984,"Action, Drama, Thriller, War",59516,1984-08-10,John Milius
114,tt0088944,2016-11-25,2016-11-25,,Commando,https://www.imdb.com/title/tt0088944/,movie,6.7,90,1985,"Action, Adventure, Thriller",165499,1985-10-04,Mark L. Lester
115,tt0086393,2016-11-25,2016-11-25,,Superman III,https://www.imdb.com/title/tt0086393/,movie,5.0,125,1983,"Action, Adventure, Comedy, Sci-Fi",71835,1983-06-17,Richard Lester
116,tt0082083,2016-11-25,2016-11-25,,Blood Beach,https://www.imdb.com/title/tt0082083/,movie,4.5,92,1980,"Comedy, Horror, Sci-Fi",2663,1980-09-30,Jeffrey Bloom
117,tt0048127,2016-11-25,2016-11-25,,Gojira no gyakushû,https://www.imdb.com/title/tt0048127/,movie,5.8,82,1955,"Horror, Sci-Fi",7272,1955-04-24,"Ishirô Honda, Motoyoshi Oda"
118,tt0048215,2016-11-25,2016-11-25,,It Came from Beneath the Sea,https://www.imdb.com/title/tt0048215/,movie,5.9,79,1955,"Horror, Sci-Fi",5888,1955-06-22,Robert Gordon
119,tt0127045,2016-11-25,2016-11-25,,Neon Maniacs,https://www.imdb.com/title/tt0127045/,movie,5.0,91,1986,"Horror, Sci-Fi, Thriller",2815,1986-03-31,Joseph Mangine
120,tt0046248,2016-11-25,2016-11-25,,Robot Monster,https://www.imdb.com/title/tt0046248/,movie,2.9,66,1953,"Comedy, Family, Horror, Sci-Fi",5184,1953-06-10,Phil Tucker
121,tt0092795,2016-11-25,2016-11-25,,Creepozoids,https://www.imdb.com/title/tt0092795/,movie,4.0,72,1987,"Horror, Sci-Fi",2669,1987-10-02,David DeCoteau
122,tt0042393,2016-11-25,2016-11-25,,Destination Moon,https://www.imdb.com/title/tt0042393/,movie,6.3,92,1950,"Adventure, Drama, Sci-Fi, Thriller",4350,1950-06-27,Irving Pichel
123,tt3398788,2016-11-25,2016-11-25,,Hotel Inferno,https://www.imdb.com/title/tt3398788/,movie,4.5,80,2013,"Action, Horror",1624,2013-12-16,Giulio De Santi
124,tt0085124,2016-11-25,2016-11-25,,1990: I guerrieri del Bronx,https://www.imdb.com/title/tt0085124/,movie,5.2,92,1982,"Action, Sci-Fi, Thriller",3722,1982-11-17,Enzo G. Castellari
125,tt0093091,2016-11-25,2016-11-25,,Ghoulies II,https://www.imdb.com/title/tt0093091/,movie,4.6,89,1987,"Comedy, Horror",5174,1987-07-31,Albert Band
126,tt0091166,2016-11-25,2016-11-25,,Vendetta dal futuro,https://www.imdb.com/title/tt0091166/,movie,5.3,94,1986,"Action, Sci-Fi",2684,1986-03-26,Sergio Martino
127,tt0070297,2016-11-25,2016-11-25,,The Legend of the 7 Golden Vampires,https://www.imdb.com/title/tt0070297/,movie,5.8,89,1974,"Action, Horror",4461,1974-07-11,"Cheh Chang, Roy Ward Baker"
128,tt0065163,2016-11-25,2016-11-25,,The Valley of Gwangi,https://www.imdb.com/title/tt0065163/,movie,6.2,96,1969,"Action, Adventure, Sci-Fi, Thriller, Western",4650,1969-06-11,Jim O'Connolly
129,tt0091829,2016-11-25,2016-11-25,,Rawhead Rex,https://www.imdb.com/title/tt0091829/,movie,5.2,89,1986,"Fantasy, Horror, Mystery, Thriller",6142,1986-03-14,George Pavlou
130,tt0084684,2016-11-25,2016-11-25,,Silent Rage,https://www.imdb.com/title/tt0084684/,movie,5.4,100,1982,"Action, Crime, Horror, Sci-Fi, Thriller",6156,1982-04-02,Michael Miller
131,tt0058694,2016-11-25,2016-11-25,,Two Thousand Maniacs!,https://www.imdb.com/title/tt0058694/,movie,5.7,83,1964,Horror,5008,1964-03-20,Herschell Gordon Lewis
132,tt0081793,2016-11-25,2016-11-25,,You Better Watch Out,https://www.imdb.com/title/tt0081793/,movie,5.5,100,1980,"Horror, Thriller",7854,1980-11-30,Lewis Jackson
133,tt0053363,2016-11-25,2016-11-25,,The Tingler,https://www.imdb.com/title/tt0053363/,movie,6.6,82,1959,Horror,8751,1959-07-29,William Castle
134,tt0088044,2016-11-25,2016-11-25,,Savage Streets,https://www.imdb.com/title/tt0088044/,movie,6.2,93,1984,"Action, Crime, Drama, Thriller",5293,1984-06-29,"Danny Steinmann, Tom DeSimone"
135,tt0081764,2016-11-25,2016-11-25,,Without Warning,https://www.imdb.com/title/tt0081764/,movie,5.1,89,1980,"Horror, Sci-Fi, Thriller",4291,1980-09-19,Greydon Clark
136,tt0056875,2016-11-25,2016-11-25,,Blood Feast,https://www.imdb.com/title/tt0056875/,movie,5.0,67,1963,Horror,6964,1963-07-06,Herschell Gordon Lewis
137,tt0056875,2016-11-25,2016-11-25,,Blood Feast,https://www.imdb.com/title/tt0056875/,movie,5.0,67,1963,Horror,6964,1963-07-06,Herschell Gordon Lewis
138,tt0100438,2016-11-25,2016-11-25,,Puppet Master II,https://www.imdb.com/title/tt0100438/,video,5.3,88,1990,"Fantasy, Horror, Sci-Fi, Thriller",5698,1990-11-28,David Allen
139,tt0077247,2016-11-25,2016-11-25,,The Incredible Torture Show,https://www.imdb.com/title/tt0077247/,movie,4.7,84,1976,"Comedy, Horror",6013,1976-11-03,Joel M. Reed
140,tt0076271,2016-11-25,2016-11-25,,Kingdom of the Spiders,https://www.imdb.com/title/tt0076271/,movie,5.7,97,1977,"Horror, Sci-Fi",5527,1977-08-24,John 'Bud' Cardos
141,tt1104836,2016-11-25,2016-11-25,,Feast III: The Happy Finish,https://www.imdb.com/title/tt1104836/,video,4.8,80,2009,"Action, Comedy, Horror, Thriller",5781,2009-02-17,John Gulager
142,tt0080931,2016-11-25,2016-11-25,,Incubo sulla città contaminata,https://www.imdb.com/title/tt0080931/,movie,5.6,92,1980,"Horror, Sci-Fi, Thriller",6425,1980-12-11,Umberto Lenzi
143,tt0080391,2016-11-25,2016-11-25,,Attack of the Killer Tomatoes!,https://www.imdb.com/title/tt0080391/,movie,4.6,83,1978,"Adventure, Comedy, Horror, Musical, Sci-Fi",14184,1978-10-04,John De Bello
144,tt0094597,2016-11-25,2016-11-25,,976-EVIL,https://www.imdb.com/title/tt0094597/,movie,5.1,92,1988,"Comedy, Horror",5561,1988-12-09,Robert Englund
145,tt0048696,2016-11-25,2016-11-25,,Tarantula,https://www.imdb.com/title/tt0048696/,movie,6.4,80,1955,"Horror, Sci-Fi",10100,1955-11-04,Jack Arnold
146,tt0118996,2016-11-25,2016-11-25,,Dobermann,https://www.imdb.com/title/tt0118996/,movie,6.5,103,1997,"Action, Crime, Thriller",18172,1997-06-18,Jan Kounen
147,tt0090327,2016-11-25,2016-11-25,,Witchboard,https://www.imdb.com/title/tt0090327/,movie,5.6,98,1986,"Horror, Mystery, Thriller",7457,1986-12-31,Kevin Tenney
148,tt0094057,2016-11-25,2016-11-25,,Street Trash,https://www.imdb.com/title/tt0094057/,movie,5.9,91,1987,"Comedy, Horror",10771,1987-01-31,J. Michael Muro
149,tt0068284,2016-11-25,2016-11-25,,Blacula,https://www.imdb.com/title/tt0068284/,movie,5.7,93,1972,"Fantasy, Horror, Romance, Thriller",7202,1972-07-26,William Crain
150,tt1104835,2016-11-25,2016-11-25,,Feast II: Sloppy Seconds,https://www.imdb.com/title/tt1104835/,video,5.0,100,2008,"Action, Comedy, Horror, Thriller",8359,2008-09-19,John Gulager
151,tt0068622,2016-11-25,2016-11-25,,Gargoyles,https://www.imdb.com/title/tt0068622/,tvMovie,5.9,74,1972,Horror,3409,1972-11-21,Bill Norton
152,tt0051380,2016-11-25,2016-11-25,,Attack of the 50 Foot Woman,https://www.imdb.com/title/tt0051380/,movie,5.0,66,1958,"Horror, Sci-Fi",5800,1958-05-18,Nathan Juran
153,tt0114306,2016-11-25,2016-11-25,,Rumpelstiltskin,https://www.imdb.com/title/tt0114306/,movie,4.5,87,1995,"Comedy, Fantasy, Horror",2531,1995-11-24,Mark Jones
154,tt0090837,2016-11-25,2016-11-25,,Chopping Mall,https://www.imdb.com/title/tt0090837/,movie,5.6,77,1986,"Comedy, Horror, Sci-Fi",15632,1986-03-14,Jim Wynorski
155,tt0086610,2016-11-25,2016-11-25,,Xtro,https://www.imdb.com/title/tt0086610/,movie,5.6,86,1982,"Horror, Sci-Fi",7556,1982-12-06,Harry Bromley Davenport
156,tt0086113,2016-11-25,2016-11-25,,The Pit,https://www.imdb.com/title/tt0086113/,movie,5.7,96,1981,"Horror, Mystery",3195,1981-10-23,Lew Lehman
157,tt0092534,2016-11-25,2016-11-25,,Allan Quatermain and the Lost City of Gold,https://www.imdb.com/title/tt0092534/,movie,4.5,99,1986,"Action, Adventure, Comedy",9812,1986-12-18,Gary Nelson
158,tt0089003,2016-11-25,2016-11-25,,Death Wish 3,https://www.imdb.com/title/tt0089003/,movie,5.8,92,1985,"Action, Crime, Drama, Thriller",16178,1985-11-01,Michael Winner
159,tt0059792,2016-11-25,2016-11-25,,Terrore nello spazio,https://www.imdb.com/title/tt0059792/,movie,6.2,88,1965,"Action, Adventure, Horror, Sci-Fi",6532,1965-09-15,Mario Bava
160,tt0073778,2016-11-25,2016-11-25,,The Jezebels,https://www.imdb.com/title/tt0073778/,movie,6.5,91,1975,"Action, Crime, Drama",3959,1975-04-18,Jack Hill
161,tt0080707,2016-11-25,2016-11-25,,The Exterminator,https://www.imdb.com/title/tt0080707/,movie,5.7,104,1980,"Action, Crime, Drama, Thriller",6031,1980-07-21,James Glickenhaus
162,tt0071675,2016-11-25,2016-11-25,,It's Alive,https://www.imdb.com/title/tt0071675/,movie,5.8,91,1974,"Horror, Sci-Fi",8274,1974-04-26,Larry Cohen
163,tt0092857,2016-11-25,2016-11-25,,Death Wish 4: The Crackdown,https://www.imdb.com/title/tt0092857/,movie,5.4,99,1987,"Action, Crime, Drama, Thriller",10261,1987-11-06,J. Lee Thompson
164,tt0059170,2016-11-25,2016-11-25,,"Faster, Pussycat! Kill! Kill!",https://www.imdb.com/title/tt0059170/,movie,6.6,83,1965,"Action, Comedy",15477,1965-08-06,Russ Meyer
165,tt0052077,2016-11-25,2016-11-25,,Plan 9 from Outer Space,https://www.imdb.com/title/tt0052077/,movie,3.9,79,1957,"Horror, Sci-Fi",39238,1957-03-15,Edward D. Wood Jr.
166,tt0094919,2016-11-25,2016-11-25,,Critters 2,https://www.imdb.com/title/tt0094919/,movie,5.5,86,1988,"Comedy, Horror, Sci-Fi, Thriller",15821,1988-04-29,Mick Garris
167,tt0317676,2016-11-25,2016-11-25,,House of the Dead,https://www.imdb.com/title/tt0317676/,movie,2.1,90,2003,"Action, Adventure, Horror",37706,2003-02-15,Uwe Boll
168,tt0099740,2016-11-25,2016-11-25,,Hardware,https://www.imdb.com/title/tt0099740/,movie,5.9,94,1990,"Sci-Fi, Thriller",15800,1990-08-31,Richard Stanley
169,tt0961722,2016-11-25,2016-11-25,,Cabin Fever 2: Spring Fever,https://www.imdb.com/title/tt0961722/,movie,4.3,86,2009,Horror,14388,2009-08-21,Ti West
170,tt0102984,2016-11-25,2016-11-25,,Stone Cold,https://www.imdb.com/title/tt0102984/,movie,6.0,92,1991,"Action, Crime, Drama, Thriller",9233,1991-05-17,Craig R. Baxley
171,tt0116671,2016-11-25,2016-11-25,,Jack Frost,https://www.imdb.com/title/tt0116671/,video,4.6,89,1997,"Comedy, Fantasy, Horror",10003,1997-11-18,Michael Cooney
172,tt0096426,2016-11-25,2016-11-25,,Waxwork,https://www.imdb.com/title/tt0096426/,movie,6.1,95,1988,"Comedy, Horror",13258,1988-06-17,Anthony Hickox
173,tt0070656,2016-11-25,2016-11-25,,Scream Blacula Scream,https://www.imdb.com/title/tt0070656/,movie,5.6,96,1973,"Fantasy, Horror",2849,1973-06-27,Bob Kelljan
174,tt0050545,2016-11-25,2016-11-25,,Invasion of the Saucer Men,https://www.imdb.com/title/tt0050545/,movie,5.3,69,1957,"Comedy, Horror, Sci-Fi",1995,1957-06-19,Edward L. Cahn
175,tt0097364,2016-11-25,2016-11-25,,Flesh-Eating Mothers,https://www.imdb.com/title/tt0097364/,movie,4.3,89,1988,"Comedy, Horror",1196,1988-09-16,James Aviles Martin
176,tt0117342,2016-11-25,2016-11-25,,Pinocchio's Revenge,https://www.imdb.com/title/tt0117342/,movie,4.1,96,1996,"Fantasy, Horror, Mystery",2244,1996-10-07,Kevin Tenney
177,tt0067055,2016-11-25,2016-11-25,,Equinox,https://www.imdb.com/title/tt0067055/,movie,5.2,82,1970,"Action, Adventure, Fantasy, Horror, Mystery",3293,1970-05-06,"Jack Woods, Dennis Muren, Mark Thomas McGee"
178,tt0085125,2016-11-25,2016-11-25,,2019 - Dopo la caduta di New York,https://www.imdb.com/title/tt0085125/,movie,5.6,96,1983,"Action, Sci-Fi",3163,1983-07-22,Sergio Martino
179,tt0093833,2016-11-25,2016-11-25,,Redneck Zombies,https://www.imdb.com/title/tt0093833/,movie,4.2,84,1989,"Comedy, Horror",3111,1989-02-15,Pericles Lewnes
180,tt0132451,2016-11-25,2016-11-25,,Curse of the Puppet Master,https://www.imdb.com/title/tt0132451/,video,4.0,78,1998,"Fantasy, Horror, Romance, Sci-Fi",2962,1998-05-26,David DeCoteau
181,tt0138510,2016-11-25,2016-11-25,,Idle Hands,https://www.imdb.com/title/tt0138510/,movie,6.2,92,1999,"Comedy, Fantasy, Horror, Thriller",44628,1999-04-30,Rodman Flender
182,tt0091499,2016-11-25,2016-11-25,,Maximum Overdrive,https://www.imdb.com/title/tt0091499/,movie,5.4,98,1986,"Action, Comedy, Horror, Sci-Fi",33680,1986-07-25,Stephen King
183,tt0152930,2016-11-25,2016-11-25,,Taxi,https://www.imdb.com/title/tt0152930/,movie,7.0,86,1998,"Action, Comedy, Crime",85491,1998-04-08,Gérard Pirès
184,tt0107387,2016-11-25,2016-11-25,,Leprechaun,https://www.imdb.com/title/tt0107387/,movie,4.8,92,1993,"Comedy, Fantasy, Horror",28254,1993-01-08,Mark Jones
185,tt0105643,2016-11-25,2016-11-25,,Troll 2,https://www.imdb.com/title/tt0105643/,movie,2.9,95,1990,"Comedy, Fantasy, Horror",33468,1990-10-03,Claudio Fragasso
186,tt0060782,2016-11-25,2016-11-25,,One Million Years B.C.,https://www.imdb.com/title/tt0060782/,movie,5.6,100,1966,"Adventure, Fantasy",9095,1966-11-18,Don Chaffey
187,tt1190536,2016-11-25,2016-11-25,,Black Dynamite,https://www.imdb.com/title/tt1190536/,movie,7.4,84,2009,"Action, Comedy",49999,2009-01-18,Scott Sanders
188,tt0080057,2016-11-25,2016-11-25,,Zombi 2,https://www.imdb.com/title/tt0080057/,movie,6.8,91,1979,Horror,28897,1979-08-25,Lucio Fulci
189,tt0092076,2016-11-25,2016-11-25,,The Texas Chainsaw Massacre 2,https://www.imdb.com/title/tt0092076/,movie,5.6,101,1986,"Comedy, Horror",34772,1986-08-22,Tobe Hooper
190,tt0118956,2016-11-25,2016-11-25,,Deep Rising,https://www.imdb.com/title/tt0118956/,movie,6.1,106,1998,"Action, Adventure, Horror, Sci-Fi",38459,1998-01-30,Stephen Sommers
191,tt0426459,2016-11-25,2016-11-25,,Feast,https://www.imdb.com/title/tt0426459/,movie,6.2,95,2005,"Action, Comedy, Horror, Thriller",32626,2005-10-14,John Gulager
192,tt0095088,2016-11-25,2016-11-25,,Elvira: Mistress of the Dark,https://www.imdb.com/title/tt0095088/,movie,6.5,96,1988,"Comedy, Horror",19149,1988-09-30,James Signorelli
193,tt0097942,2016-11-25,2016-11-25,,Leák,https://www.imdb.com/title/tt0097942/,movie,5.7,116,1981,"Fantasy, Horror, Thriller",1352,1981-12-31,H. Tjut Djalil
194,tt0045609,2016-11-25,2016-11-25,,Cat-Women of the Moon,https://www.imdb.com/title/tt0045609/,movie,3.9,64,1953,"Adventure, Sci-Fi",1926,1953-09-03,Arthur Hilton
195,tt0068658,2016-11-25,2016-11-25,,Grave of the Vampire,https://www.imdb.com/title/tt0068658/,movie,5.0,91,1972,Horror,1410,1972-08-23,John Hayes
196,tt0025465,2016-11-25,2016-11-25,,Maniac,https://www.imdb.com/title/tt0025465/,movie,3.7,51,1934,"Horror, Sci-Fi",2568,1934-09-11,Dwain Esper
197,tt0088818,2016-11-25,2016-11-25,,Blastfighter,https://www.imdb.com/title/tt0088818/,movie,5.8,90,1984,"Action, Crime, Drama, Mystery",1348,1984-07-25,Lamberto Bava
198,tt0054668,2016-11-25,2016-11-25,,El barón del terror,https://www.imdb.com/title/tt0054668/,movie,5.0,77,1962,"Horror, Sci-Fi, Thriller",1172,1962-11-09,Chano Urueta
199,tt0181947,2016-11-25,2016-11-25,,3 dev adam,https://www.imdb.com/title/tt0181947/,movie,4.0,81,1973,"Action, Crime, Sci-Fi, Thriller",785,1973-11-30,T. Fikret Uçak
200,tt0090145,2016-11-25,2016-11-25,,Tenement,https://www.imdb.com/title/tt0090145/,movie,5.6,94,1985,"Action, Crime, Horror, Thriller",908,1985-09-20,Roberta Findlay
201,tt3605418,2016-11-25,2016-11-25,,Knock Knock,https://www.imdb.com/title/tt3605418/,movie,4.9,99,2015,"Crime, Drama, Horror, Thriller",97553,2015-01-23,Eli Roth
202,tt0120201,2016-11-25,2016-11-25,,Starship Troopers,https://www.imdb.com/title/tt0120201/,movie,7.3,129,1997,"Action, Adventure, Sci-Fi, Thriller",301981,1997-11-04,Paul Verhoeven
203,tt1267297,2016-11-25,2016-11-25,,Hercules,https://www.imdb.com/title/tt1267297/,movie,6.0,98,2014,"Action, Adventure, Fantasy",159154,2014-07-23,Brett Ratner
204,tt0092115,2016-11-25,2016-11-25,,Troll,https://www.imdb.com/title/tt0092115/,movie,4.6,82,1986,"Comedy, Fantasy, Horror",10838,1986-01-17,John Carl Buechler
205,tt0149261,2016-11-25,2016-11-25,,Deep Blue Sea,https://www.imdb.com/title/tt0149261/,movie,5.9,105,1999,"Action, Adventure, Sci-Fi, Thriller",136427,1999-07-26,Renny Harlin
206,tt1502404,2016-11-25,2016-11-25,,Drive Angry,https://www.imdb.com/title/tt1502404/,movie,5.4,104,2011,"Action, Comedy, Fantasy, Thriller",100851,2011-02-24,Patrick Lussier
207,tt0090849,2016-11-25,2016-11-25,,Class of Nuke 'Em High,https://www.imdb.com/title/tt0090849/,movie,5.6,85,1986,"Comedy, Horror, Sci-Fi, Thriller",8882,1986-08-07,"Richard W. Haines, Lloyd Kaufman"
208,tt0101615,2016-11-25,2016-11-25,,Cool as Ice,https://www.imdb.com/title/tt0101615/,movie,2.9,91,1991,"Comedy, Drama, Music, Romance",9893,1991-10-18,David Kellogg
209,tt0114609,2016-11-25,2016-11-25,,Tales from the Hood,https://www.imdb.com/title/tt0114609/,movie,6.5,98,1995,"Crime, Drama, Horror, Thriller",8837,1995-05-24,Rusty Cundieff
210,tt0067229,2016-11-25,2016-11-25,,I Drink Your Blood,https://www.imdb.com/title/tt0067229/,movie,5.9,83,1971,Horror,3882,1971-01-20,David E. Durston
211,tt0082338,2016-11-25,2016-11-25,,Turkey Shoot,https://www.imdb.com/title/tt0082338/,movie,5.9,93,1982,"Action, Drama, Horror, Sci-Fi, Thriller",3966,1982-03-25,Brian Trenchard-Smith
212,tt0082338,2016-11-25,2016-11-25,,Turkey Shoot,https://www.imdb.com/title/tt0082338/,movie,5.9,93,1982,"Action, Drama, Horror, Sci-Fi, Thriller",3966,1982-03-25,Brian Trenchard-Smith
213,tt0074455,2016-11-25,2016-11-25,,Eaten Alive,https://www.imdb.com/title/tt0074455/,movie,5.5,91,1976,"Horror, Thriller",7974,1976-10-31,Tobe Hooper
214,tt0099739,2016-11-25,2016-11-25,,Hard to Kill,https://www.imdb.com/title/tt0099739/,movie,5.8,96,1990,"Action, Crime, Drama, Thriller",31052,1990-02-09,Bruce Malmuth
215,tt0072856,2016-11-25,2016-11-25,,Death Race 2000,https://www.imdb.com/title/tt0072856/,movie,6.2,80,1975,"Action, Comedy, Sci-Fi, Sport",28921,1975-04-30,Paul Bartel
216,tt0227984,2016-11-25,2016-11-25,,The 51st State,https://www.imdb.com/title/tt0227984/,movie,6.3,93,2001,"Action, Comedy, Crime, Thriller",49978,2001-12-07,Ronny Yu
217,tt0047034,2016-11-25,2016-11-25,,Gojira,https://www.imdb.com/title/tt0047034/,movie,7.5,96,1954,"Horror, Sci-Fi",35193,1954-11-03,Ishirô Honda
218,tt0095583,2016-11-25,2016-11-25,,Maniac Cop,https://www.imdb.com/title/tt0095583/,movie,6.0,85,1988,"Action, Crime, Horror, Mystery",18225,1988-03-31,William Lustig
219,tt0100114,2016-11-25,2016-11-25,,Marked for Death,https://www.imdb.com/title/tt0100114/,movie,5.9,93,1990,"Action, Crime, Drama, Thriller",23006,1990-10-05,Dwight H. Little
220,tt0089200,2016-11-25,2016-11-25,,Ghoulies,https://www.imdb.com/title/tt0089200/,movie,4.1,81,1984,"Comedy, Fantasy, Horror",9611,1984-10-28,Luca Bercovici
221,tt0089371,2016-11-25,2016-11-25,,Geung see sin sang,https://www.imdb.com/title/tt0089371/,movie,7.3,96,1985,"Action, Comedy, Fantasy, Horror",4181,1985-09-28,Ricky Lau
222,tt0072209,2016-11-25,2016-11-25,,Stone,https://www.imdb.com/title/tt0072209/,movie,6.3,132,1974,"Action, Drama, Adventure, Crime, Mystery",1611,1974-06-28,Sandy Harbutt
223,tt0120657,2016-11-25,2016-11-25,,The 13th Warrior,https://www.imdb.com/title/tt0120657/,movie,6.6,102,1999,"Action, Adventure, History",127229,1999-08-13,"Michael Crichton, John McTiernan"
