,id,const,created,modified,description,title,url,title_type,imdb_rating,runtime,year,genres,num_votes,release_date,directors
90,91,tt0116503,2016-11-25,2016-11-25,"The &quot;head&quot; of the family is literally that - a giant head on a tiny body, who psychically controls the rest of his even more unusual family.",Head of the Family,https://www.imdb.com/title/tt0116503/,movie,5.3,82.0,1996,"Comedy, Horror",2399,1996-11-29,Charles Band
91,92,tt0098156,2016-11-25,2016-11-25,Robotic Officer Tactical Operation Research. A prototype robot intended for crime combat escapes from the development lab and goes on a killing rampage.,R.O.T.O.R.,https://www.imdb.com/title/tt0098156/,movie,2.7,90.0,1987,"Action, Sci-Fi, Thriller",3570,1987-10-27,Cullen Blaine
92,93,tt0072913,2016-11-25,2016-11-25,"After his students are killed by the One Armed Boxer, a vengeful and blind Kung Fu expert travels to a village where a martial arts contest is being held and vows to behead every one armed man he comes across.",Du bi quan wang da po xue di zi,https://www.imdb.com/title/tt0072913/,movie,7.4,93.0,1976,"Action, Drama, Fantasy",4618,1976-04-24,Jimmy Wang Yu
93,94,tt0097138,2016-11-25,2016-11-25,A martial artist hunts a killer in a plague-infested urban dump of the future.,Cyborg,https://www.imdb.com/title/tt0097138/,movie,5.0,86.0,1989,"Action, Sci-Fi, Thriller",32408,1989-04-07,Albert Pyun
94,95,tt0115624,2016-11-25,2016-11-25,"During the Second American Civil War in 2017, Barb Wire owns a nightclub called the Hammerhead. Things become complicated when her ex-lover Axel Hood, who is married to the fugitive Corrina Devonshire, re-enters her life.",Barb Wire,https://www.imdb.com/title/tt0115624/,movie,3.5,98.0,1996,"Action, Sci-Fi",29978,1996-05-03,David Hogan
95,96,tt0089280,2016-11-25,2016-11-25,A young security guard must track down diminutive aliens who kill people even as they make their fantasies come true.,Hobgoblins,https://www.imdb.com/title/tt0089280/,movie,2.1,88.0,1988,"Comedy, Horror, Sci-Fi",11922,1988-07-14,Rick Sloane
96,97,tt0089038,2016-11-25,2016-11-25,"Somebody with very little Christmas spirit is killing anyone in a Santa suit one London holiday season, and Scotland Yard has to stop him before he makes his exploits an annual tradition.",Dont Open Till Christmas,https://www.imdb.com/title/tt0089038/,movie,4.7,86.0,1984,"Horror, Mystery",2607,1984-12-19,Edmund Purdom
97,98,tt0311361,2016-11-25,2016-11-25,Kung-Fu Action / Comedy / Horror / Musical about the second coming.,Jesus Christ Vampire Hunter,https://www.imdb.com/title/tt0311361/,movie,4.9,85.0,2001,"Action, Comedy, Horror, Musical",4454,2001-06-10,Lee Demarbre
98,99,tt0085514,2016-11-25,2016-11-25,"In the year 3000, the Earth has been rendered a desert by nuclear war. A group of survivors goes in search of rare and valuable water, but standing in their way are the evil Exterminators, who live only to cause pain and misery.",Il giustiziere della strada,https://www.imdb.com/title/tt0085514/,movie,5.1,90.0,1983,"Action, Sci-Fi",1236,1983-08-13,Giuliano Carnimeo
99,100,tt0099817,2016-11-25,2016-11-25,A Renegade Cop is forced to work with an FBI Agent in order to bring down a group of Drug Dealers with sinister plans.,Dark Angel,https://www.imdb.com/title/tt0099817/,movie,6.1,91.0,1990,"Action, Crime, Horror, Sci-Fi, Thriller",12869,1990-01-26,Craig R. Baxley
100,101,tt0094612,2016-11-25,2016-11-25,Vengeance drives a tough Detroit cop to stay on the trail of a power-hungry auto magnate who is systematically eliminating his competition.,Action Jackson,https://www.imdb.com/title/tt0094612/,movie,5.5,96.0,1988,"Action, Comedy, Crime, Thriller",11669,1988-02-12,Craig R. Baxley
101,102,tt1316037,2016-11-25,2016-11-25,"A horde of mutated birds descends upon the quiet town of Half Moon Bay, California. As the death toll rises, two citizens manage to fight back, but will they survive Birdemic?",Birdemic: Shock and Terror,https://www.imdb.com/title/tt1316037/,movie,1.7,105.0,2010,"Horror, Thriller",24146,2010-02-27,James Nguyen
102,103,tt0089104,2016-11-25,2016-11-25,A rag-tag group of people must fight extermination squads amid their ruined city.,Fuga dal Bronx,https://www.imdb.com/title/tt0089104/,movie,4.6,89.0,1983,"Action, Sci-Fi, Thriller",2829,1983-08-15,Enzo G. Castellari
103,104,tt0079631,2016-11-25,2016-11-25,Killer bats plague an Indian reservation in New Mexico.,Nightwing,https://www.imdb.com/title/tt0079631/,movie,5.2,105.0,1979,Horror,1583,1979-06-22,Arthur Hiller
104,105,tt0091229,2016-11-25,2016-11-25,"Michelle Yip of the Hong Kong police is a mild-mannered Kung Fu expert. Michael Wong, from air security, is happy-go-lucky, stuck on himself, constantly talking, and smitten by her. Yamamoto is quiet, hard-boiled, leaving the Toky...",Wong ga jin si,https://www.imdb.com/title/tt0091229/,movie,6.9,96.0,1986,"Action, Drama",1594,1986-06-26,David Chung
105,106,tt0346811,2016-11-25,2016-11-25,Genetically-engineered Komodo dragons have become ginormous creatures hunting people on a remote tropical island. A small group of scientists must stop the dragons before they escape the island and destroy the rest of the world.,The Curse of the Komodo,https://www.imdb.com/title/tt0346811/,movie,2.9,92.0,2004,"Adventure, Horror, Sci-Fi",1625,2004-02-10,Jim Wynorski
106,107,tt0371920,2016-11-25,2016-11-25,"Dante travels across a desolate, futuristic Spain in search of his girlfriend, Ula. He is pursued by a bloodthirsty, cybernetic Rottweiler.",Rottweiler,https://www.imdb.com/title/tt0371920/,movie,3.1,95.0,2004,"Action, Horror, Sci-Fi, Thriller",2319,2004-12-31,Brian Yuzna
107,108,tt0050143,2016-11-25,2016-11-25,"A gang of crooks has kidnapped a rich heiress come up against a beautiful, but lethal alien who has crash-landed her spaceship on Earth.",The Astounding She-Monster,https://www.imdb.com/title/tt0050143/,movie,3.5,62.0,1957,"Crime, Horror, Sci-Fi",1025,1957-12-31,Ronald V. Ashcroft
108,109,tt0119288,2016-11-25,2016-11-25,"Dr. Lorca, a collector of biological oddities, fights another curator of horrors over a mutant. But their clash is cut short when the mutant comes to life and resurrects an angry, oozing army.",Hideous!,https://www.imdb.com/title/tt0119288/,movie,4.8,82.0,1997,"Comedy, Horror",1229,1997-08-26,Charles Band
109,110,tt0129852,2016-11-25,2016-11-25,"Mad scientist brings Dracula, the Wolfman, the Mummy, and Frankenstein&apos;s Monster to life... but there&apos;s a problem and they end up three feet tall.",The Creeps,https://www.imdb.com/title/tt0129852/,movie,4.3,75.0,1997,"Comedy, Fantasy, Horror, Sci-Fi",792,1997-12-16,Charles Band
110,111,tt0044167,2016-11-25,2016-11-25,Scientists use a gigantic drilling machine for an expedition to the center of the earth.,Unknown World,https://www.imdb.com/title/tt0044167/,movie,4.1,74.0,1951,"Adventure, Sci-Fi",1197,1951-10-26,Terry O. Morse
111,112,tt0098206,2016-11-25,2016-11-25,A tough bouncer is hired to tame a dirty bar.,Road House,https://www.imdb.com/title/tt0098206/,movie,6.7,114.0,1989,"Action, Thriller",78716,1989-05-19,Rowdy Herrington
112,113,tt0087985,2016-11-25,2016-11-25,"It is the dawn of World War III. In the west mountains of America, a group of teenagers band together to defend their town, and their country, from invading Soviet forces.",Red Dawn,https://www.imdb.com/title/tt0087985/,movie,6.3,114.0,1984,"Action, Drama, Thriller, War",59516,1984-08-10,John Milius
113,114,tt0088944,2016-11-25,2016-11-25,"A retired Special Forces colonel tries to save his daughter, who was abducted by his former subordinate.",Commando,https://www.imdb.com/title/tt0088944/,movie,6.7,90.0,1985,"Action, Adventure, Thriller",165499,1985-10-04,Mark L. Lester
114,115,tt0086393,2016-11-25,2016-11-25,Synthetic kryptonite laced with tar splits Superman in two: good Clark Kent and bad Man of Steel.,Superman III,https://www.imdb.com/title/tt0086393/,movie,5.0,125.0,1983,"Action, Adventure, Comedy, Sci-Fi",71835,1983-06-17,Richard Lester
115,116,tt0082083,2016-11-25,2016-11-25,"Something or someone is attacking people one by one on the beach. Some of them are mutilated, but most of them are sucked into the sand, disappearing without a trace. What is the creature responsible? Where does it live, and where...",Blood Beach,https://www.imdb.com/title/tt0082083/,movie,4.5,92.0,1980,"Comedy, Horror, Sci-Fi",2663,1980-09-30,Jeffrey Bloom
116,117,tt0048127,2016-11-25,2016-11-25,Fishing scout-pilots are startled to discover a new monster named Anguirus alongside a second Godzilla. The monsters make their way towards Osaka as Japan can only brace for tragedy and relive the horror of Godzilla once more.,Gojira no gyakushû,https://www.imdb.com/title/tt0048127/,movie,5.8,82.0,1955,"Horror, Sci-Fi",7272,1955-04-24,"Ishirô Honda, Motoyoshi Oda"
117,118,tt0048215,2016-11-25,2016-11-25,"A giant, radioactive octopus rises from the Philippine Trench to terrorize the North American Pacific Coast.",It Came from Beneath the Sea,https://www.imdb.com/title/tt0048215/,movie,5.9,79.0,1955,"Horror, Sci-Fi",5888,1955-06-22,Robert Gordon
118,119,tt0127045,2016-11-25,2016-11-25,"A group of teenagers in San Francisco discover a nest of homicidal monsters living in a tower of the Golden Gate Bridge, but when they try to tell authorities, no one believes them.",Neon Maniacs,https://www.imdb.com/title/tt0127045/,movie,5.0,91.0,1986,"Horror, Sci-Fi, Thriller",2815,1986-03-31,Joseph Mangine
119,120,tt0046248,2016-11-25,2016-11-25,"The monstrous Ro-Man attempts to annihilate the last family alive on Earth, but finds himself falling for their beautiful daughter.",Robot Monster,https://www.imdb.com/title/tt0046248/,movie,2.9,66.0,1953,"Comedy, Family, Horror, Sci-Fi",5184,1953-06-10,Phil Tucker
120,121,tt0092795,2016-11-25,2016-11-25,"A group of survivors try to avoid the battles of World War III. When they try to escape to the quiet lands, they encounter something much more deadly.",Creepozoids,https://www.imdb.com/title/tt0092795/,movie,4.0,72.0,1987,"Horror, Sci-Fi",2669,1987-10-02,David DeCoteau
121,122,tt0042393,2016-11-25,2016-11-25,"After their latest rocket fails, Dr. Charles Cargraves and retired General Thayer have to start over again. This time, Gen. Thayer approaches Jim Barnes, the head of his own aviation construction firms to help build a rocket that ...",Destination Moon,https://www.imdb.com/title/tt0042393/,movie,6.3,92.0,1950,"Adventure, Drama, Sci-Fi, Thriller",4350,1950-06-27,Irving Pichel
122,123,tt3398788,2016-11-25,2016-11-25,"Assigned the easy task of assassinating a couple in a hotel room, instead, a hardened contract killer finds himself fighting for his life in a maze-like place crammed with demonic henchmen. Can he escape from the nightmarish Hotel...",Hotel Inferno,https://www.imdb.com/title/tt3398788/,movie,4.5,80.0,2013,"Action, Horror",1624,2013-12-16,Giulio De Santi
123,124,tt0085124,2016-11-25,2016-11-25,"In a post-apocalyptic New York City, a policeman infiltrates the Bronx, which has become a battleground for several murderous street gangs.",1990: I guerrieri del Bronx,https://www.imdb.com/title/tt0085124/,movie,5.2,92.0,1982,"Action, Sci-Fi, Thriller",3722,1982-11-17,Enzo G. Castellari
124,125,tt0093091,2016-11-25,2016-11-25,"The Ghoulies wreak havoc at an amusement park, disposing of those who mistake them for mere fairground attractions.",Ghoulies II,https://www.imdb.com/title/tt0093091/,movie,4.6,89.0,1987,"Comedy, Horror",5174,1987-07-31,Albert Band
125,126,tt0091166,2016-11-25,2016-11-25,A cyborg is programmed to kill a scientist who holds the fate of mankind in his hands. He fails and hides in a diner in a desert run by a woman who likes him. The people who sent him are after him and so is the local arm wrestling...,Vendetta dal futuro,https://www.imdb.com/title/tt0091166/,movie,5.3,94.0,1986,"Action, Sci-Fi",2684,1986-03-26,Sergio Martino
126,127,tt0070297,2016-11-25,2016-11-25,"While lecturing in China, Van Helsing agrees to help seven kung fu trained siblings reclaim their ancestral mountain village, now the domain of seven powerful vampires and their army of undead slaves.",The Legend of the 7 Golden Vampires,https://www.imdb.com/title/tt0070297/,movie,5.8,89.0,1974,"Action, Horror",4461,1974-07-11,"Cheh Chang, Roy Ward Baker"
127,128,tt0065163,2016-11-25,2016-11-25,"A cowboy named Tuck Kirby seeks fame and fortune by capturing an Allosaurus living in the Forbidden Valley and putting it in a Mexican circus. His victim, called the Gwangi, turns out to have an aversion to being shown in public.",The Valley of Gwangi,https://www.imdb.com/title/tt0065163/,movie,6.2,96.0,1969,"Action, Adventure, Sci-Fi, Thriller, Western",4650,1969-06-11,Jim O'Connolly
128,129,tt0091829,2016-11-25,2016-11-25,An ancient creature called Rawhead is awakened from its slumber near an Irish village and goes on a rampage killing anyone in sight.,Rawhead Rex,https://www.imdb.com/title/tt0091829/,movie,5.2,89.0,1986,"Fantasy, Horror, Mystery, Thriller",6142,1986-03-14,George Pavlou
129,130,tt0084684,2016-11-25,2016-11-25,"A sheriff tries to stop the killing spree of a silent maniacal murderer who, as the result of secret genetic experimentation by an unethical scientist, has the ability to self-heal.",Silent Rage,https://www.imdb.com/title/tt0084684/,movie,5.4,100.0,1982,"Action, Crime, Horror, Sci-Fi, Thriller",6156,1982-04-02,Michael Miller
130,131,tt0058694,2016-11-25,2016-11-25,Six people are lured into a small Deep South town for a Centennial celebration where the residents proceed to kill them one by one as revenge for the town&apos;s destruction during the Civil War.,Two Thousand Maniacs!,https://www.imdb.com/title/tt0058694/,movie,5.7,83.0,1964,Horror,5008,1964-03-20,Herschell Gordon Lewis
131,132,tt0081793,2016-11-25,2016-11-25,"A toy factory worker, mentally scarred as a child upon learning Santa Claus is not real, suffers a nervous breakdown after being belittled at work, and embarks on a Yuletide killing spree.",You Better Watch Out,https://www.imdb.com/title/tt0081793/,movie,5.5,100.0,1980,"Horror, Thriller",7854,1980-11-30,Lewis Jackson
132,133,tt0053363,2016-11-25,2016-11-25,An obsessed pathologist discovers and captures a parasitic creature that grows when fear grips its host.,The Tingler,https://www.imdb.com/title/tt0053363/,movie,6.6,82.0,1959,Horror,8751,1959-07-29,William Castle
133,134,tt0088044,2016-11-25,2016-11-25,A teenage vigilante seeks revenge on a group of violent thugs who raped her handicapped sister and killed her best friend.,Savage Streets,https://www.imdb.com/title/tt0088044/,movie,6.2,93.0,1984,"Action, Crime, Drama, Thriller",5293,1984-06-29,"Danny Steinmann, Tom DeSimone"
134,135,tt0081764,2016-11-25,2016-11-25,"Sandy and Greg are teenagers who go camping, despite warnings not to, with their friends. They soon encounter aliens, who are using the area as a hunting ground.",Without Warning,https://www.imdb.com/title/tt0081764/,movie,5.1,89.0,1980,"Horror, Sci-Fi, Thriller",4291,1980-09-19,Greydon Clark
135,136,tt0056875,2016-11-25,2016-11-25,An Egyptian caterer kills various women in suburban Miami to use their body parts to revive a dormant Egyptian goddess while an inept police detective tries to track him down.,Blood Feast,https://www.imdb.com/title/tt0056875/,movie,5.0,67.0,1963,Horror,6964,1963-07-06,Herschell Gordon Lewis
136,137,tt0056875,2016-11-25,2016-11-25,An Egyptian caterer kills various women in suburban Miami to use their body parts to revive a dormant Egyptian goddess while an inept police detective tries to track him down.,Blood Feast,https://www.imdb.com/title/tt0056875/,movie,5.0,67.0,1963,Horror,6964,1963-07-06,Herschell Gordon Lewis
